mac,name,tag_id,asset_id,certificate_id,type,expiration_date,color,series,read_nfc,tag_mac,asset_images_file_extension,certification_company_name,certification_company_id,certification_place,certification_date,test_type,asset_diameter,batch_id,batch_date,machine_id,owner_company_name,owner_data,asset_comment,logo_file_extension,signature_image_file_extension,ndir_id,ble_data_crc,asset_images_crc,logo_images_crc,signature_images_crc,tag_advertisement_period,ble_on_period,ble_on_wakeup_period,ble_off_period,tag_periodic_scan,update_nfc,enable_cte,tag_enabled,read_battery_voltage,tag_firmware,altitude,moved,battery_voltage,rssi_host,last_seen,manufacturer_data,status_code,status,status_base,status_detail,status_config,x,y
7755F409-9D7E-8361-2A37-6FB04FC72799,BoldTag,0000b3a44c355f80,AAA-111-1,0,Pipe,08/08/2024,Black,#3000,0,,0,,,,,,,,,,,,,,,,90136200.0,0,,,,,,,,,,,,,,,,-78,12/03/2024 11:59:50,90136200.0,701,not read,read,,,,
